Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction
17.01.2017-15:00,0.8,0,1028.8,8.3,-2.3,90,32.3334
17.01.2017-16:00,1.4,0,1028.8,-1.4,-2.5,90,0
17.01.2017-17:00,0.4,0,1028.7,-6.5,-2.4,90,0
17.01.2017-18:00,0.5,0,1028.6,-6.8,-2.2,91,0
17.01.2017-19:00,0.9,0,1028.6,-6.8,-1.8,91,0
17.01.2017-20:00,1.9,0,1028.7,-7.2,-1.9,92,0
17.01.2017-21:00,2.7,0,1028.8,-6.9,-2.1,90,0
17.01.2017-22:00,2.9,0,1029,-6.7,-2.3,89,0
17.01.2017-23:00,1.4,0,1029.1,-7.9,-2.9,91,0
18.01.2017-00:00,2,0,1029.3,-7,-3.5,91,0
18.01.2017-01:00,2.1,0,1029.3,-6.5,-3.4,91,0
18.01.2017-02:00,1.3,0,1029.3,-7.4,-4,91,0
18.01.2017-03:00,1.1,0,1028.9,-6.7,-4.7,91,0
18.01.2017-04:00,1.4,0,1028.6,-6.2,-4.2,93,0
18.01.2017-05:00,0.8,0,1028.2,-5.1,-3.7,97,0
18.01.2017-06:00,1.2,0,1027.7,-5.3,-3.7,98,0
18.01.2017-07:00,1.1,0,1027.5,-5,-3.6,98,0
18.01.2017-08:00,2,0,1027.6,-5,-4,98,0
18.01.2017-09:00,1.4,0,1027.4,-4.5,-3.7,98,0
18.01.2017-10:00,0.3,0,1027.6,2.2,-3.2,98,0
18.01.2017-11:00,1.5,0,1027.4,27.8,-2.6,98,489
18.01.2017-12:00,0.7,0,1027.2,50.5,-2.3,99,558.4999
18.01.2017-13:00,0.7,0,1026.7,54.8,-1.9,99,625.6666
18.01.2017-14:00,1.3,0,1026,49.5,-2,99,573.8333
18.01.2017-15:00,1.1,0,1025.6,38.8,-2,99,478.3333
18.01.2017-16:00,0.2,0,1025.3,12.2,-2,98,72.6667
18.01.2017-17:00,1.2,0,1025.3,-3.8,-2,99,0
18.01.2017-18:00,0.9,0,1025.3,-5.2,-2.1,99,0
18.01.2017-19:00,0.4,0,1025.4,-5.1,-1.9,99,0
18.01.2017-20:00,0.8,0,1025.4,-5.5,-2,99,0
18.01.2017-21:00,0.8,0,1025.2,-6.2,-1.8,99,0
18.01.2017-22:00,0.4,0,1025.3,-6,-2.1,99,0
18.01.2017-23:00,0.4,0,1025.2,-5.9,-2,99,0
19.01.2017-00:00,1.2,0,1025.5,-6.2,-2,99,0
19.01.2017-01:00,1.5,0,1025.2,-5.8,-2.7,99,0
19.01.2017-02:00,0.9,0,1025.2,-6.4,-2.7,99,0
19.01.2017-03:00,1.3,0,1024.9,-6.5,-3.3,97,0
19.01.2017-04:00,0.4,0,1024.9,-7,-3.3,97,0
19.01.2017-05:00,0.9,0,1024.7,-6.5,-3.2,97,0
19.01.2017-06:00,1.1,0,1024.6,-6.3,-2.4,98,0
19.01.2017-07:00,0.4,0,1024.1,-5.6,-1.4,99,0
19.01.2017-08:00,0.5,0,1023.9,-6.2,-0.9,99,0
19.01.2017-09:00,0.5,0,1023.8,-5.6,-0.8,99,0
19.01.2017-10:00,1.5,0,1023.8,-0.5,-0.2,99,0
19.01.2017-11:00,0.4,0,1023.5,15.5,0,99,0
19.01.2017-12:00,1.2,0,1023.2,16.6,0,99,0
19.01.2017-13:00,1.4,0,1023.2,36.5,0.4,98,124
19.01.2017-14:00,0.4,0,1023.2,40.4,0.7,98,144.1666
19.01.2017-15:00,0.6,0,1023.4,24.3,0.9,98,58
19.01.2017-16:00,2.7,0,1023.2,5.5,1.3,97,2.3333
19.01.2017-17:00,1.8,0,1023.1,-4.4,2.4,94,0
19.01.2017-18:00,2,0,1023.3,-6.4,2.3,93,0
19.01.2017-19:00,1.5,0,1023.3,-6.7,1.4,93,0
19.01.2017-20:00,0.9,0,1023.9,-6.9,1.3,93,0
19.01.2017-21:00,0.9,0,1023.9,-7.2,1.2,92,0
19.01.2017-22:00,3,0,1024.4,-7,1.4,93,0
19.01.2017-23:00,1.9,0,1024.4,-5.6,1.9,91,0
20.01.2017-00:00,0.4,0,1024.4,-7,1.3,92,0
20.01.2017-01:00,0.7,0,1024.3,-6.9,1.1,93,0
20.01.2017-02:00,1,0,1023.9,-7,1.1,92,0
20.01.2017-03:00,1.9,0,1023.5,-6.5,1.2,93,0
20.01.2017-04:00,0.6,0,1023.3,-6.7,2,90,0
20.01.2017-05:00,1.7,0,1022.9,-6.5,1.7,93,0
20.01.2017-06:00,0.9,0,1022.8,-6.6,1.8,91,0
20.01.2017-07:00,1.9,0,1022.6,-6.7,2.1,90,0
20.01.2017-08:00,1.5,0,1022.7,-6.8,2.3,88,0
20.01.2017-09:00,0.9,0,1023.1,-6,2.1,89,0
20.01.2017-10:00,0.7,0,1023.6,8,2.3,87,0
20.01.2017-11:00,2,0,1023.9,35.7,2.8,86,172.3333
20.01.2017-12:00,2.1,0,1023.8,61.5,3.8,82,554.6666
20.01.2017-13:00,1.3,29,1023.5,73.5,4.8,77,574.5
20.01.2017-14:00,0.9,32,1023.3,48.6,4.3,78,139.8334
20.01.2017-15:00,0.7,0,1023.2,19.9,3,84,39.6667
20.01.2017-16:00,2.7,0,1023.4,2.8,2.7,83,0
20.01.2017-17:00,2.5,0,1024.1,-6.5,1.7,88,0
20.01.2017-18:00,1.1,0,1024.3,-7,1.1,88,0
20.01.2017-19:00,1.8,0,1024.7,-7.2,1.5,90,0
20.01.2017-20:00,2.5,0,1025.1,-6.8,1.4,90,0
20.01.2017-21:00,1.8,0,1026,-6.8,1.7,87,0
20.01.2017-22:00,3.1,0,1026.6,-6.4,1.6,89,0
20.01.2017-23:00,2.1,0,1027.1,-6.2,1.9,88,0
21.01.2017-00:00,2.4,0,1027,-6.2,1.7,90,0
21.01.2017-01:00,0.6,0,1026.8,-6.2,2.1,89,0
21.01.2017-02:00,1,0,1026.9,-6.4,2,89,0
21.01.2017-03:00,1.6,0,1027,-6.4,1.8,90,0
21.01.2017-04:00,0.9,0,1027,-7.2,1.5,91,0
21.01.2017-05:00,1.2,0,1027,-7.5,0.9,92,0
21.01.2017-06:00,1.5,0,1027.3,-7,0.3,94,0
21.01.2017-07:00,1.3,0,1027.3,-7.3,-0.5,93,0
21.01.2017-08:00,1,0,1027.4,-7,-0.5,95,0
21.01.2017-09:00,1.9,0,1027.9,-5.2,-0.3,95,0
21.01.2017-10:00,1.4,26,1028.6,15.4,0,96,0
21.01.2017-11:00,2.5,0,1028.7,41.4,1.2,92,184
21.01.2017-12:00,0.3,40,1028.7,110.5,3.9,84,1332.6666
21.01.2017-13:00,0.4,60,1028.2,146.5,4.8,78,1202.8333
21.01.2017-14:00,0.8,60,1028.2,130.8,3.3,80,393.5
21.01.2017-15:00,0.2,60,1028,74.2,3,82,338.3332
21.01.2017-16:00,1.7,23,1028,17.7,2.7,85,42.8333
21.01.2017-17:00,0.5,0,1028.3,-6.1,0.9,92,0
21.01.2017-18:00,0.9,0,1028.3,-7.9,0.3,94,0
21.01.2017-19:00,1.8,0,1028.2,-7.8,-0.3,93,0
21.01.2017-20:00,0.3,0,1028.1,-8,-1.2,95,0
21.01.2017-21:00,0.2,0,1028.2,-8.1,-1.7,96,0
21.01.2017-22:00,0.8,0,1027.9,-8,-1.5,97,0
21.01.2017-23:00,1,0,1027.4,-7.5,-1.3,94,0
22.01.2017-00:00,1.5,0,1027.7,-7.2,-2.2,98,0
22.01.2017-01:00,1,0,1027.8,-6,-1.6,99,0
22.01.2017-02:00,1,0,1027.3,-5.9,-1,99,0
22.01.2017-03:00,0.6,0,1026.7,-5.2,-0.7,99,0
22.01.2017-04:00,0.9,0,1026.2,-5.6,-0.3,99,0
22.01.2017-05:00,2.1,0,1025.7,-4.5,-0.1,99,0
22.01.2017-06:00,1.1,0,1025.2,-4.7,0,99,0
22.01.2017-07:00,1.9,0,1024.8,-4.8,0,100,0
22.01.2017-08:00,1.4,0,1024.6,-4.5,0,100,0
22.01.2017-09:00,0.8,0,1024.3,-5,-0.1,100,0
22.01.2017-10:00,1.7,0,1024.3,2.7,0,99,0
22.01.2017-11:00,2.1,0,1023.9,19.8,0.3,100,0
22.01.2017-12:00,2.5,0,1023.2,37.4,0.8,99,0
22.01.2017-13:00,0.8,0,1022.6,39.8,1,99,0
22.01.2017-14:00,1.8,0,1022,23.5,0.8,99,67.1666
22.01.2017-15:00,2.1,0,1021.3,14.2,0.7,99,37
22.01.2017-16:00,1.5,0,1021.2,2.4,0.7,99,0
22.01.2017-17:00,1.6,0,1020.6,-5.8,0.7,99,0
22.01.2017-18:00,2.4,0,1020.5,-6.5,0.5,99,0
22.01.2017-19:00,1.8,0,1020.2,-5.9,0.2,99,0
22.01.2017-20:00,1.9,0,1019.8,-5.3,0,99,0
22.01.2017-21:00,1.6,0,1019.5,-5.7,-0.2,99,0
22.01.2017-22:00,1.2,0,1019.3,-5.9,-0.4,99,0
22.01.2017-23:00,1.5,0,1019.3,-5.8,-0.6,99,0
23.01.2017-00:00,1.5,0,1019,-5.8,-0.8,99,0
23.01.2017-01:00,0.6,0,1018.8,-5.8,-1,99,0
23.01.2017-02:00,1.9,0,1018.5,-5.7,-1.5,99,0
23.01.2017-03:00,1,0,1018.1,-5.3,-2,99,0
23.01.2017-04:00,1.7,0,1017.9,-5.5,-2.4,99,0
23.01.2017-05:00,1.5,0,1017.9,-5.6,-2.8,99,0
23.01.2017-06:00,2.1,0,1017.7,-5.2,-3,99,0
23.01.2017-07:00,1.4,0,1017.7,-5.2,-3.2,99,0
23.01.2017-08:00,2.2,0,1017.4,-4.9,-3.2,99,0
23.01.2017-09:00,1.8,0,1017.3,-4.3,-3.2,99,0
23.01.2017-10:00,1.5,0,1017.3,9.6,-3.3,98,36.25
23.01.2017-11:00,1.6,0,1017.5,28.9,-3.3,98,332.8333
23.01.2017-12:00,1,0,1017.3,42.8,-3,98,688.1666
23.01.2017-13:00,0.9,0,1017,63,-2.8,98,985.6667
23.01.2017-14:00,1.5,0,1017,58.4,-2.8,98,204.5
23.01.2017-15:00,0.8,0,1016.8,32,-3,98,168
23.01.2017-16:00,0.7,0,1016.8,12.5,-2.9,98,21.6667
23.01.2017-17:00,0.6,0,1017.2,-4.4,-3.1,98,0
23.01.2017-18:00,1.3,0,1017.5,-5.5,-3.1,98,0
23.01.2017-19:00,0.9,0,1017.6,-5.6,-3.6,98,0
23.01.2017-20:00,0.8,0,1018,-7.2,-4,97,0
23.01.2017-21:00,0.7,0,1018.7,-6.9,-4.5,96,0
23.01.2017-22:00,1.8,0,1018.9,-6.4,-4.1,97,0
23.01.2017-23:00,0.5,0,1019.7,-6.8,-4.8,96,0
24.01.2017-00:00,0.7,0,1020,-6.8,-4.8,96,0
24.01.2017-01:00,0.7,0,1020.2,-6.6,-5,96,0
24.01.2017-02:00,0.3,0,1020.3,-6.4,-5.4,96,0
24.01.2017-03:00,1,0,1020.7,-7,-5.5,96,0
24.01.2017-04:00,0.3,0,1020.7,-7,-5.7,95,0
24.01.2017-05:00,0.8,0,1020.7,-6.6,-5.7,95,0
24.01.2017-06:00,0.6,0,1021.1,-6.6,-5.8,96,0
24.01.2017-07:00,0.5,0,1021.6,-6.3,-5.5,96,0
24.01.2017-08:00,0.5,0,1021.8,-6.4,-5.9,95,0
24.01.2017-09:00,0.7,0,1022.1,-4.5,-5.2,95,0
24.01.2017-10:00,0.9,34,1022.6,29.6,-4.8,96,0
24.01.2017-11:00,0,60,1022.9,87.1,-4,96,26.3333
24.01.2017-12:00,0.5,39,1022.7,127.6,-2.3,97,853.1667
24.01.2017-13:00,0.5,9,1022.2,99.9,-2.4,97,973.3333
24.01.2017-14:00,0.6,0,1021.9,72.7,-2.1,97,556.1667
24.01.2017-15:00,0.7,29,1022.8,61.9,-2.3,97,291.5001
24.01.2017-16:00,1.6,20,1022.2,17.9,-2.6,97,18.6667
24.01.2017-17:00,1.6,0,1022.7,-4.2,-2.5,98,0
24.01.2017-18:00,1,0,1022.6,-4.9,-2.6,98,0
24.01.2017-19:00,1.6,0,1022.6,-4.4,-2.1,99,0
24.01.2017-20:00,1.4,0,1022.7,-4.2,-1.8,99,0
24.01.2017-21:00,1,0,1023,-4.7,-1.7,99,0
24.01.2017-22:00,0.9,0,1022.9,-5.4,-1.8,99,0
24.01.2017-23:00,1.2,0,1023,-6,-1.9,99,0
25.01.2017-00:00,0.7,0,1023,-5,-1.9,99,0
25.01.2017-01:00,0.8,0,1023,-5.6,-2,99,0
25.01.2017-02:00,1.1,0,1023.1,-5.8,-2,99,0
25.01.2017-03:00,0.7,0,1022.7,-5.4,-1.9,99,0
25.01.2017-04:00,0.4,0,1022.7,-5.5,-2,99,0
25.01.2017-05:00,0.6,0,1023,-5.4,-1.9,99,0
25.01.2017-06:00,0.5,0,1022.8,-5.7,-1.8,99,0
25.01.2017-07:00,1.2,0,1022.7,-5.5,-1.9,99,0
25.01.2017-08:00,0.9,0,1022.7,-5.7,-1.8,99,0
25.01.2017-09:00,1.1,0,1023.3,-5.2,-1.9,99,0
25.01.2017-10:00,1.2,0,1023.3,2.2,-1.8,98,0
25.01.2017-11:00,0.5,0,1023.2,22.6,-1.7,98,180.3333
25.01.2017-12:00,1.1,0,1023,66.9,-1.2,99,761.8333
25.01.2017-13:00,1.5,0,1022.8,67.6,-1.1,99,723.8334
25.01.2017-14:00,1.1,0,1022.7,57,-1.2,99,463.8333
25.01.2017-15:00,0.6,0,1022.5,26.3,-0.7,99,166.5001
25.01.2017-16:00,0.8,0,1022.5,4.4,-0.4,99,27
25.01.2017-17:00,1.9,0,1022.4,-3.7,0,100,0
25.01.2017-18:00,1.1,0,1022.5,-5,0.3,100,0
25.01.2017-19:00,0.9,0,1022.6,-5.8,0.7,100,0
25.01.2017-20:00,1.4,0,1022.9,-5.3,1.3,100,0
25.01.2017-21:00,1.2,0,1023.2,-5.4,1.4,100,0
25.01.2017-22:00,0.7,0,1023.5,-6.2,1.1,100,0
25.01.2017-23:00,1.9,0,1023.3,-4.9,1.5,100,0
26.01.2017-00:00,1.8,0,1023.7,-4.9,1.5,100,0
26.01.2017-01:00,0.4,0,1023.9,-5.7,1.4,100,0
26.01.2017-02:00,1.4,0,1023.8,-6.4,1.6,100,0
26.01.2017-03:00,2.2,0,1023.8,-5,1.8,100,0
26.01.2017-04:00,1.9,0,1023.7,-4.9,2.2,100,0
26.01.2017-05:00,1.4,0,1023.5,-4.8,2.4,100,0
26.01.2017-06:00,2.6,0,1023.6,-4.8,2.2,100,0
26.01.2017-07:00,1,0,1023.9,-5.4,2.2,100,0
26.01.2017-08:00,1.5,0,1024.1,-5.9,2.1,100,0
26.01.2017-09:00,2.4,0,1024.8,-4.5,1.9,100,0
26.01.2017-10:00,1.6,0,1025.1,7.3,1.4,100,19.5
26.01.2017-11:00,1.3,0,1025.4,28.3,1.4,99,561.8334
26.01.2017-12:00,1.9,0,1025.6,41.7,1.3,99,1455
26.01.2017-13:00,1.6,0,1026,69.1,1.5,97,1606.3333
26.01.2017-14:00,1.7,0,1025.9,62,1.7,95,557
26.01.2017-15:00,1.6,40,1025.8,81.1,1.8,93,292.1666
26.01.2017-16:00,0.9,23,1025.8,32.7,0.9,94,101.3333
26.01.2017-17:00,0.5,0,1026,-2,0.1,97,0
26.01.2017-18:00,0.7,0,1026.2,-6.4,-0.4,98,0
26.01.2017-19:00,1.5,0,1026.4,-5.6,0.6,99,0
26.01.2017-20:00,1.9,0,1026.5,-5.5,0.9,98,0
26.01.2017-21:00,1.7,0,1026.7,-5.8,0.9,98,0
26.01.2017-22:00,1.4,0,1026.8,-5.8,1,98,0
26.01.2017-23:00,1.7,0,1026.9,-5.6,1.1,97,0
27.01.2017-00:00,2.1,0,1027.1,-5.2,0.9,95,0
27.01.2017-01:00,1.4,0,1027,-5.4,0.7,95,0
27.01.2017-02:00,2.4,0,1026.7,-5.6,0.8,95,0
27.01.2017-03:00,3.1,0,1026.2,-5,0.5,95,0
27.01.2017-04:00,1.7,0,1026.1,-5.2,0.3,95,0
27.01.2017-05:00,2.8,0,1026.2,-5.6,-0.1,97,0
27.01.2017-06:00,1.9,0,1025.8,-5.9,-0.4,98,0
27.01.2017-07:00,1.9,0,1025.3,-6.1,-0.6,99,0
27.01.2017-08:00,1.1,0,1025.5,-6.4,-0.4,99,0
27.01.2017-09:00,0.6,0,1025.4,-4.7,-0.1,99,0
27.01.2017-10:00,0.7,0,1025.5,1.4,-0.1,99,0
27.01.2017-11:00,2.6,0,1025.5,7.8,0,99,0
27.01.2017-12:00,1.8,0,1025.2,10.8,0,98,0
27.01.2017-13:00,1.4,0,1024.8,14.5,0,98,0
27.01.2017-14:00,1.6,0,1024.2,14.8,-0.2,96,0
27.01.2017-15:00,0.6,0,1022.8,9.1,-0.3,95,0
27.01.2017-16:00,1,0,1022.4,0,-0.3,95,0
27.01.2017-17:00,1.5,0,1022.2,-4.3,-0.2,96,0
27.01.2017-18:00,1.1,0,1021.5,-4.4,-0.3,96,0
27.01.2017-19:00,1.6,0,1020.9,-5,0,94,0
27.01.2017-20:00,2.2,0,1020.9,-5.6,-0.2,94,0
27.01.2017-21:00,1.3,0,1021.3,-5.9,-0.2,93,0
27.01.2017-22:00,1.8,0,1021.1,-5.7,-0.4,96,0
27.01.2017-23:00,2,0,1020.7,-5.6,-0.5,93,0
28.01.2017-00:00,2.1,0,1021.1,-5.2,-0.6,93,0
28.01.2017-01:00,1.6,0,1021,-5.7,-0.6,93,0
28.01.2017-02:00,2.2,0,1020.6,-5.5,-0.5,94,0
28.01.2017-03:00,2.1,0,1020.7,-5.5,-0.5,94,0
28.01.2017-04:00,1.8,0,1020.4,-5.2,-0.5,94,0
28.01.2017-05:00,2.6,0,1020.2,-5.4,-0.4,93,0
28.01.2017-06:00,2.2,0,1020.3,-5.1,-0.4,91,0
28.01.2017-07:00,1.6,0,1020.6,-5.6,-0.4,90,0
28.01.2017-08:00,1.3,0,1021,-5.3,-0.3,88,0
28.01.2017-09:00,0.7,0,1021,-3.6,-0.3,87,0
28.01.2017-10:00,1.8,0,1021.2,13.4,-0.2,87,0
28.01.2017-11:00,1.6,0,1021.4,43.6,0.1,87,214.3333
28.01.2017-12:00,1.7,0,1021.2,55.8,0,89,387
28.01.2017-13:00,1,0,1020.7,66.6,0.1,87,223.5001
28.01.2017-14:00,1.5,0,1020.6,25.9,0.1,87,145
28.01.2017-15:00,1.2,0,1020.5,18.5,0.1,87,38.6667
28.01.2017-16:00,1.3,0,1020.3,2.7,0,88,0
28.01.2017-17:00,0.6,0,1020.1,-4.6,0.1,86,0
28.01.2017-18:00,0.4,0,1019.8,-6.5,0.3,86,0
28.01.2017-19:00,0.8,0,1019.5,-6.5,0.2,90,0
28.01.2017-20:00,1.6,0,1019.3,-6.3,0.2,91,0
28.01.2017-21:00,1.5,0,1018.9,-5.7,0.2,93,0
28.01.2017-22:00,1.5,0,1018.6,-5.8,0.2,93,0
28.01.2017-23:00,0.9,0,1018.2,-6.3,0.4,93,0
29.01.2017-00:00,2.4,0,1017.8,-5.8,0.4,91,0
29.01.2017-01:00,1.7,0,1017.4,-5.5,0.2,92,0
29.01.2017-02:00,1.7,0,1016.7,-5.6,0,92,0
29.01.2017-03:00,1.8,0,1015.9,-5.5,-0.2,92,0
29.01.2017-04:00,1.7,0,1014.9,-5.6,-0.4,92,0
29.01.2017-05:00,1.9,0,1014.1,-5.7,-0.5,92,0
29.01.2017-06:00,2.9,0,1013.3,-5.5,-0.8,93,0
29.01.2017-07:00,2.3,0,1012.7,-5.4,-1,91,0
29.01.2017-08:00,1.5,0,1012.3,-5.4,-1.1,90,0
29.01.2017-09:00,3.6,0,1012,-4.6,-1.2,91,0
29.01.2017-10:00,3.3,0,1011.6,-0.5,-1.4,91,0
29.01.2017-11:00,2.3,0,1011,5.2,-1.3,91,0
29.01.2017-12:00,2.6,0,1010.5,12,-1.5,93,0
29.01.2017-13:00,2.2,0,1010,30.4,-1.5,94,0
29.01.2017-14:00,1.3,0,1009.7,35,-1.2,92,0
29.01.2017-15:00,1.4,0,1009,12.9,-1.1,90,0
29.01.2017-16:00,0.8,0,1008.6,-1.6,-0.9,90,0
29.01.2017-17:00,1.3,0,1008.1,-4.8,-0.7,94,0
29.01.2017-18:00,2.1,0,1007.5,-5.6,-0.7,96,0
29.01.2017-19:00,1.1,0,1006.5,-5.6,0.1,97,0
29.01.2017-20:00,2.1,0,1006.3,-5.2,1,98,0
29.01.2017-21:00,1,0,1006.2,-5.1,1,97,0
29.01.2017-22:00,2.4,0,1006.2,-5.3,1.9,96,0
29.01.2017-23:00,3.3,0,1006.4,-5,2.8,95,0
30.01.2017-00:00,3.8,0,1006.8,-4.5,3.1,90,0
30.01.2017-01:00,1.6,0,1007.1,-5.1,2.7,91,0
30.01.2017-02:00,2.5,0,1007.6,-5.5,2.6,91,0
30.01.2017-03:00,3,0,1008.1,-5.7,2.2,92,0
30.01.2017-04:00,1.7,0,1008.6,-5.7,2.1,93,0
30.01.2017-05:00,1.3,0,1009.2,-5.9,2.2,93,0
30.01.2017-06:00,0.9,0,1009.7,-5.8,1.9,94,0
30.01.2017-07:00,1.5,0,1010.5,-6.6,1.8,95,0
30.01.2017-08:00,1.8,0,1011.2,-6.4,2.1,91,0
30.01.2017-09:00,2.3,0,1012.3,-2.1,2.2,84,0
30.01.2017-10:00,0.8,0,1013.3,19.2,2.4,83,0
30.01.2017-11:00,0.6,0,1013.9,34.2,2.6,79,116.1667
30.01.2017-12:00,0.8,0,1014.8,50.9,2.1,90,342
30.01.2017-13:00,1.7,0,1015.5,56.9,2.1,89,320
30.01.2017-14:00,1.4,0,1016.2,39.9,2.1,88,198.5
30.01.2017-15:00,1.7,0,1016.6,21.2,1.9,88,81.6666
30.01.2017-16:00,1.2,0,1017.1,6,2,86,11.1667
30.01.2017-17:00,1.9,0,1017.6,-3.3,1.9,86,0
30.01.2017-18:00,3.5,0,1018.4,-5.4,1.2,86,0
30.01.2017-19:00,3.5,0,1019,-5.2,0.8,85,0
30.01.2017-20:00,3.3,0,1019.7,-5.3,0.5,86,0
30.01.2017-21:00,2.3,0,1020.3,-5.5,0.4,85,0
30.01.2017-22:00,1.9,0,1021.1,-5.2,0.1,85,0
30.01.2017-23:00,2.2,0,1021.7,-5.3,-0.1,84,0
31.01.2017-00:00,2.3,0,1021.9,-4.9,-0.4,85,0
31.01.2017-01:00,2.6,0,1022,-4.6,-0.5,84,0
31.01.2017-02:00,1.7,0,1022.2,-4.6,-0.8,85,0
31.01.2017-03:00,1.5,0,1022.7,-4.8,-0.9,84,0
31.01.2017-04:00,1.8,0,1022.5,-4.6,-1,84,0
31.01.2017-05:00,2.1,0,1022.7,-4.6,-1.1,86,0
31.01.2017-06:00,1.1,0,1022.7,-4.6,-1.1,87,0
31.01.2017-07:00,0.8,0,1022.8,-5,-1.3,86,0
31.01.2017-08:00,2,0,1023.1,-4.6,-1.3,87,0
31.01.2017-09:00,0.7,0,1023.5,-1.9,-1.5,90,0
31.01.2017-10:00,1.5,0,1023.6,11,-1.3,88,0
31.01.2017-11:00,0.9,0,1023.7,34.3,-1,86,46.3333
31.01.2017-12:00,1.8,0,1023.6,81.4,-0.8,81,336.1666
31.01.2017-13:00,2.1,0,1023.5,85.2,-0.7,82,521.3332
31.01.2017-14:00,1.1,0,1023.5,70.3,-0.6,85,428.6667
31.01.2017-15:00,1.3,0,1023.4,45.2,-0.3,84,279.6666
31.01.2017-16:00,1.4,0,1023.3,16.3,-0.6,87,57.6666
31.01.2017-17:00,1,0,1023.4,-2.2,-0.8,88,0
31.01.2017-18:00,1.2,0,1023.5,-5.8,-0.7,89,0
31.01.2017-19:00,0.7,0,1023.6,-5.4,-0.5,88,0
31.01.2017-20:00,1.8,0,1023.8,-5.7,-0.5,87,0
31.01.2017-21:00,1.6,0,1023.6,-6,-0.5,86,0
31.01.2017-22:00,1.6,0,1023.6,-5.5,-0.4,81,0
31.01.2017-23:00,1.3,0,1023.4,-5.7,-0.2,76,0
01.02.2017-00:00,1.1,0,1023.2,-6,-0.2,77,0
01.02.2017-01:00,1.1,0,1022.9,-6.4,-0.3,77,0
01.02.2017-02:00,1.4,0,1022.7,-6.1,-0.6,85,0
01.02.2017-03:00,1.8,0,1022.5,-6.2,-0.7,88,0
01.02.2017-04:00,1.9,0,1022.2,-6,-0.7,89,0
01.02.2017-05:00,2.1,0,1022,-5.9,-0.7,88,0
01.02.2017-06:00,2.4,0,1021.7,-5.7,-0.6,85,0
01.02.2017-07:00,2.6,0,1021.7,-5.6,-0.5,83,0
01.02.2017-08:00,1.8,0,1021.7,-5.6,-0.5,83,0
01.02.2017-09:00,2.8,0,1021.7,-4.1,-0.5,84,0
01.02.2017-10:00,2.3,0,1021.5,3.6,-0.4,84,0
01.02.2017-11:00,2.5,0,1021.4,20.2,-0.2,86,0
01.02.2017-12:00,2.5,0,1021.1,25.5,0,85,204.5
01.02.2017-13:00,2.4,0,1020.7,17,-0.2,87,189.6667
01.02.2017-14:00,2.4,0,1020.1,16.4,-0.3,96,118.5
01.02.2017-15:00,3.8,0,1019.5,5.4,-0.1,97,8.6667
01.02.2017-16:00,3.1,0,1019.4,-1.2,0,97,0
01.02.2017-17:00,2.8,0,1019.3,-4.3,-0.1,97,0
01.02.2017-18:00,3.1,0,1019.1,-5.2,-0.1,97,0
01.02.2017-19:00,2.6,0,1018.8,-4.9,-0.1,97,0
01.02.2017-20:00,2.6,0,1018.6,-4.8,-0.2,97,0
01.02.2017-21:00,1.9,0,1018.2,-5,-0.3,97,0
01.02.2017-22:00,2.9,0,1018.1,-5.5,-0.4,98,0
01.02.2017-23:00,3,0,1017.8,-5.2,-0.4,98,0
02.02.2017-00:00,1.7,0,1017.4,-5.1,-0.3,97,0
02.02.2017-01:00,1.5,0,1016.8,-5.7,-0.3,98,0
02.02.2017-02:00,1.3,0,1016.4,-5.8,-0.2,98,0
02.02.2017-03:00,1.9,0,1016,-5.8,-0.1,99,0
02.02.2017-04:00,3.3,0,1015.4,-5.6,-0.1,98,0
02.02.2017-05:00,2.5,0,1015.2,-5.1,-0.1,97,0
02.02.2017-06:00,1.8,0,1014.9,-5.3,-0.2,97,0
02.02.2017-07:00,1.2,0,1014.4,-5.6,-0.2,96,0
02.02.2017-08:00,2.4,0,1014.2,-5.4,-0.2,95,0
02.02.2017-09:00,1.7,0,1014.4,-5.4,-0.2,96,0
02.02.2017-10:00,2.4,0,1014.3,-1.9,-0.1,97,0
02.02.2017-11:00,2.6,0,1013.9,11.1,0.1,95,0
02.02.2017-12:00,2.3,0,1013.7,11,0.2,94,0
02.02.2017-13:00,2,0,1013.1,18.1,0.2,93,0
02.02.2017-14:00,2,0,1012.7,10,0.1,95,0
02.02.2017-15:00,1.7,0,1012.3,4.5,0.1,94,0
02.02.2017-16:00,1.7,0,1012.4,5.9,-0.1,95,0
02.02.2017-17:00,1.4,0,1012.5,-4.7,-0.4,96,0
02.02.2017-18:00,1.3,0,1012.4,-5.6,-0.5,97,0
02.02.2017-19:00,1.5,0,1012.6,-5.4,-0.6,96,0
02.02.2017-20:00,1.1,0,1012.5,-5.8,-0.7,96,0
02.02.2017-21:00,1.1,0,1012.3,-5.9,-0.6,95,0
02.02.2017-22:00,1.1,0,1012.3,-5.7,-0.6,94,0
02.02.2017-23:00,0.6,0,1012.2,-5.6,-0.8,95,0
03.02.2017-00:00,0.3,0,1012.1,-5.3,-0.7,96,0
03.02.2017-01:00,0.2,0,1012,-5.7,-0.6,96,0
03.02.2017-02:00,1,0,1011.7,-6.7,-0.7,97,0
03.02.2017-03:00,0.8,0,1011.3,-6.4,-0.6,97,0
03.02.2017-04:00,0.1,0,1011,-6.1,-0.6,97,0
